Listing Office - Office Name,Address,City,Property Type,County,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Price - Closed,Price - List, Price - Original , Tax - Gross Amount ,Lot - Acres,Year Built,Rooms - Total,Garage Capacity,Basement
Coldwell Banker Redpath and Company,15 Wildwood Dr,Grantham,Single Family,NH-Sullivan,2,3,1562,304, 118000, 149000,169000,4734,136,1985,7,1,Yes
"CG Shepherd Realty, LLC",35 Spring Valley Drive,Grantham,Single Family,NH-Sullivan,3,4,2324,59, 496000, 499000,499000,9626,226,2004,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,18 Shore Road,Grantham,Single Family,NH-Sullivan,3,3,1714,103, 256000, 279000,279000,6318,073,1995,6,2,Yes
"CG Shepherd Realty, LLC",53 Road Round The,Grantham,Single Family,NH-Sullivan,3,2,1176,14, 157000, 159000,159000,3990,058,1985,6,0,Yes
"CG Shepherd Realty, LLC",15 Deer,Grantham,Single Family,NH-Sullivan,2,1,1008,336, 103400, 112000,117000,3023,141,1976,6,0,Yes
"CG Shepherd Realty, LLC",60 Woodland Heights,Grantham,Single Family,NH-Sullivan,3,3,2136,379, 285000, 309900,329000,5741,144,2004,7,2,Yes
"CG Shepherd Realty, LLC",20 Nightingale Lane,Grantham,Single Family,NH-Sullivan,3,3,2188,78, 300000, 319999,319999,6387,131,2008,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,7 Par Brae,Grantham,Single Family,NH-Sullivan,3,3,2884,46, 443000, 469750,469750,11387,066,1994,11,2,Yes
"CG Shepherd Realty, LLC",643 Marmot Lane Lane,Grantham,Condo,NH-Sullivan,3,3,1898,276, 128000, 132000,165000,2867,0,1983,8,0,Yes
wwwEntryOnlycom,89 Rawson,Grantham,Single Family,NH-Sullivan,4,4,3068,271, 300000, 336000,348500,7639,601,2004,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,57 Bright Slope Way,Grantham,Single Family,NH-Sullivan,3,2,1912,28, 195000, 199900,199900,5827,432,1979,8,2,No
"CG Shepherd Realty, LLC",46 Black Duck,Grantham,Condo,NH-Sullivan,3,2,1238,10, 120000, 129000,129000,3735,0,1979,6,0,Yes
"CG Shepherd Realty, LLC",56 BEECH RIDGE ROAD,Grantham,Single Family,NH-Sullivan,0,0,336,311, 19000, 32900,32900,615,1,1987,1,0,No
Coldwell Banker LIFESTYLES - Grantham,24 Niblick Lane,Grantham,Condo,NH-Sullivan,3,3,2489,182, 175000, 182000,197500,6606,0,1987,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,49 Black Duck,Grantham,Condo,NH-Sullivan,3,2,1238,6, 170000, 169900,169900,4111,0,1979,6,0,No
Four Seasons Sotheby's Int'l Realty,1029 Dunbar Hill Road,Grantham,Single Family,NH-Sullivan,4,4,3962,66, 385000, 409000,430000,10253,414,2005,8,2,Yes
Bean Group / Vermont,45 Troon Drive,Grantham,Single Family,NH-Sullivan,5,4,5176,121, 625000, 644900,644900,9732,072,1983,8,2,Yes
Coldwell Banker Redpath and Company,2 Corbin Court,Grantham,Condo,NH-Sullivan,2,3,1913,38, 136500, 139000,139000,4084,0,2002,7,2,Yes
"CG Shepherd Realty, LLC",16 Niblick Lane,Grantham,Condo,NH-Sullivan,2,2,1472,128, 150000, 168000,173000,4703,0,1987,6,0,Yes
"CG Shepherd Realty, LLC",70 PINTAIL KNOB,Grantham,Condo,NH-Sullivan,2,2,1182,147, 80000, 84999,89900,4073,0,1979,6,0,No
"CG Shepherd Realty, LLC",18 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,2,2304,224, 228500, 249000,269000,7300,08,1979,8,1,Yes
"CG Shepherd Realty, LLC",809 Covered Bridge Lane Lane,Grantham,Condo,NH-Sullivan,3,3,2279,114, 150000, 159999,169900,5140,0,1986,8,0,Yes
"CG Shepherd Realty, LLC",10 Troon Drive,Grantham,Single Family,NH-Sullivan,3,4,2232,188, 220000, 234510,249510,5197,069,1999,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,814 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,2,3,1812,60, 207000, 229000,229000,5331,0,1985,7,0,Yes
"CG Shepherd Realty, LLC",74 Pleasant Drive,Grantham,Condo,NH-Sullivan,3,2,1245,293, 115000, 119000,149000,2628,0,1979,6,0,Yes
"CG Shepherd Realty, LLC",9 Pleasant Drive,Grantham,Condo,NH-Sullivan,3,2,1245,394, 131500, 139000,139000,2597,0,1979,6,0,Yes
"CG Shepherd Realty, LLC",5 Lakeview Place,Grantham,Condo,NH-Sullivan,3,3,2493,450, 187000, 199999,265000,5723,0,1986,8,0,No
Coldwell Banker LIFESTYLES - Grantham,32 Highwood Way,Grantham,Single Family,NH-Sullivan,3,2,1366,61, 158300, 169000,169000,4541,297,1975,8,2,No
Bean Group / Bedford,460 Walker Road,Grantham,Single Family,NH-Sullivan,3,3,3560,178, 450000, 457000,497000,9540,836,1996,6,3,Yes
Coldwell Banker LIFESTYLES - Grantham,610 Otter Road,Grantham,Condo,NH-Sullivan,3,3,1950,153, 160000, 169900,179900,4904,0,1983,8,0,Yes
Four Seasons Sotheby's Int'l Realty,39 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,4,4338,38, 700000, 750000,750000,13065,13,2000,9,3,Yes
Coldwell Banker LIFESTYLES - Grantham,46 Bright Slope Way,Grantham,Single Family,NH-Sullivan,3,3,2670,44, 288000, 294000,299000,7334,449,1988,9,2,Yes
"CG Shepherd Realty, LLC",2 Bay Tree Lane,Grantham,Condo,NH-Sullivan,3,3,1432,141, 65000, 84000,101400,4670,0,1981,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,3 Highwood Way,Grantham,Single Family,NH-Sullivan,3,2,2073,387, 265000, 279000,279000,5977,167,1976,9,2,No
Coldwell Banker LIFESTYLES - Grantham,27 Hummingbird,Grantham,Single Family,NH-Sullivan,4,4,3392,10, 403000, 424500,424500,8068,077,1989,10,2,Yes
"CG Shepherd Realty, LLC",25 Summit Drive,Grantham,Single Family,NH-Sullivan,3,2,1640,72, 180000, 194000,194000,5343,056,2003,6,0,Yes
"CG Shepherd Realty, LLC",10 Slalom Drive,Grantham,Single Family,NH-Sullivan,4,3,2346,255, 275500, 279000,299000,6679,047,1987,10,2,No
"CG Shepherd Realty, LLC",7 Bogie Place,Grantham,Single Family,NH-Sullivan,5,5,4088,412, 215000, 230000,230000,9052,004,1979,12,0,Yes
"CG Shepherd Realty, LLC",244 WALKER ROAD,Grantham,Single Family,NH-Sullivan,4,5,4488,283, 456000, 499000,575000,12171,886,1987,11,7,Yes
Coldwell Banker LIFESTYLES - Grantham,53 Black Duck Spur,Grantham,Condo,NH-Sullivan,2,2,1400,400, 139000, 147000,157000,3264,0,1980,7,0,No
Coldwell Banker LIFESTYLES - Grantham,40 Terrace,Grantham,Condo,NH-Sullivan,4,3,2120,49, 175000, 184900,184900,5383,0,1982,8,0,Yes
"CG Shepherd Realty, LLC",874 Olde Farms Road,Grantham,Single Family,NH-Sullivan,4,4,2878,637, 339000, 339874,378000,9276,703,1985,11,3,Yes
"CG Shepherd Realty, LLC",36 Old Beach Circle,Grantham,Condo,NH-Sullivan,2,2,1100,407, 117000, 119000,135000,3754,0,1981,6,0,No
Coldwell Banker Redpath and Company,21 Corbin Ct,Grantham,Condo,NH-Sullivan,3,3,2900,7, 299000, 299000,299000,7020,0,1998,9,2,Yes
"CG Shepherd Realty, LLC",605 Miller Pond Road,Grantham,Single Family,NH-Sullivan,1,1,1400,46, 69000, 125000,145000,3596,51,1989,4,0,Yes
Coldwell Banker LIFESTYLES - Grantham,619 Otter Road,Grantham,Condo,NH-Sullivan,3,3,1787,112, 202000, 209999,219999,4023,0,1983,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,22 Niblick Lane,Grantham,Condo,NH-Sullivan,3,3,2305,371, 156500, 159900,182500,4313,0,1987,9,0,Yes
Coldwell Banker LIFESTYLES - Grantham,32 Allens Drive,Grantham,Single Family,NH-Sullivan,3,3,2654,164, 249000, 269000,269000,6847,117,1980,12,2,Yes
"CG Shepherd Realty, LLC",37 Pleasant Drive,Grantham,Condo,NH-Sullivan,3,2,1469,61, 249000, 249900,249900,5702,0,1979,6,0,No
"CG Shepherd Realty, LLC",17 Beaver Fells,Grantham,Single Family,NH-Sullivan,3,3,2298,359, 285000, 304817,304817,6692,394,1998,7,4,Yes
"CG Shepherd Realty, LLC",9 Mill Pond Road,Grantham,Single Family,NH-Sullivan,3,3,2498,11, 232000, 225000,225000,5506,061,2000,9,2,Yes
"CG Shepherd Realty, LLC",15 Wedgewood Drive,Grantham,Single Family,NH-Sullivan,3,2,1656,339, 184000, 187998,194915,6036,052,1993,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,843 Cove Drive,Grantham,Condo,NH-Sullivan,3,3,1906,17, 155000, 155000,155000,5022,0,1987,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,808 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,2,3,1876,9, 200000, 205000,205000,4700,0,1986,8,0,Yes
"CG Shepherd Realty, LLC",37 Whitetail Ridge,Grantham,Single Family,NH-Sullivan,3,3,1843,342, 189000, 190000,219000,5356,098,1984,7,2,Yes
Cushing Real Estate,226 New Aldrich Road,Grantham,Single Family,NH-Sullivan,4,3,2920,12, 365000, 369000,369000,9846,62,1987,9,2,Yes
Coldwell Banker LIFESTYLES,219 Miller Pond Road,Grantham,Single Family,NH-Sullivan,3,3,2102,66, 290000, 299900,299900,5378,278,2006,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,804 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,3,3,2106,114, 189000, 215000,215000,5002,0,1986,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,7 Rolling Hill,Grantham,Single Family,NH-Sullivan,4,4,3470,211, 283500, 305000,395000,9487,086,1983,11,0,Yes
Coldwell Banker LIFESTYLES - Grantham,5 Trillium Lane,Grantham,Single Family,NH-Sullivan,3,2,3044,6, 505000, 525000,525000,10728,18,1987,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,2101 Route 10 North,Grantham,Single Family,NH-Sullivan,3,3,2705,104, 299900, 299900,325000,6227,517,1993,12,2,Yes
Coldwell Banker Redpath and Company,1 General Court,Grantham,Condo,NH-Sullivan,2,3,2337,35, 180000, 175000,175000,6930,0,2004,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,27 Allens Drive,Grantham,Single Family,NH-Sullivan,3,3,2560,211, 310000, 325000,349000,7435,096,2003,7,2,Yes
"CG Shepherd Realty, LLC",11 Mill Pond Road,Grantham,Single Family,NH-Sullivan,3,3,2024,156, 240000, 249900,249900,6787,061,2002,8,2,Yes
Keller Williams Realty-Metropolitan,13 Highwood Way Way,Grantham,Single Family,NH-Sullivan,3,2,1640,90, 147000, 148000,158000,5000,231,1976,7,0,No
BHG Masiello Group/Quechee,416 Split Rock Rd,Grantham,Single Family,NH-Sullivan,5,4,4088,144, 420000, 425000,450000,15433,71,2007,14,2,Yes
"CG Shepherd Realty, LLC",4 Wildwood Drive,Grantham,Single Family,NH-Sullivan,3,3,2708,43, 255000, 288004,288004,7558,331,1989,8,3,Yes
"CG Shepherd Realty, LLC",27 Pleasant Drive,Grantham,Condo,NH-Sullivan,2,2,1245,3, 210000, 199000,199000,4009,0,1979,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,921 Dunbar Hill Rd,Grantham,Single Family,NH-Sullivan,4,3,3423,183, 340000, 425000,425000,10941,415,2006,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,33 Pleasant Drive,Grantham,Condo,NH-Sullivan,2,2,1153,3, 194000, 205000,205000,4757,0,1980,6,0,No
Coldwell Banker LIFESTYLES - Grantham,52 Black Duck,Grantham,Condo,NH-Sullivan,2,2,1153,147, 142000, 149000,149000,3264,0,1979,6,0,No
"CG Shepherd Realty, LLC",839 Cove Drive,Grantham,Condo,NH-Sullivan,4,4,2494,44, 100000, 105000,105000,3985,0,1987,9,0,Yes
RE/MAX Upper Valley,24 Barrister Path,Grantham,Condo,NH-Sullivan,3,3,2080,16, 199000, 199000,199000,1692,102,2005,6,2,Yes
Century 21 Highview Realty,1 Water,Grantham,Condo,NH-Sullivan,3,2,1248,88, 92500, 107000,123000,4190,0,1982,6,0,No
Coldwell Banker LIFESTYLES - Grantham,25 Old Spring Drive,Grantham,Single Family,NH-Sullivan,4,3,3046,168, 270000, 279000,279000,5600,049,2000,8,2,Yes
Century 21 Shepard & Flint Realty,47 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,2,1440,131, 110000, 129900,169900,5145,057,1975,7,0,No
RE/MAX Upper Valley,24 Barrister Path,Grantham,Condo,NH-Sullivan,3,3,2080,192, 219000, 219000,199000,1692,102,2005,6,2,Yes
"CG Shepherd Realty, LLC",24 Butternut Road,Grantham,Single Family,NH-Sullivan,3,2,1760,32, 182000, 199000,199000,4147,087,1986,8,1,Yes
Coldwell Banker LIFESTYLES - Grantham,76 Pleasant Drive,Grantham,Condo,NH-Sullivan,2,2,1153,165, 105000, 109000,109000,2728,0,1979,6,0,Yes
Coldwell Banker LIFESTYLES - Grantham,5 Dartmouth Place,Grantham,Single Family,NH-Sullivan,3,3,2792,281, 240000, 249000,265000,6864,235,1973,8,2,Yes
"CG Shepherd Realty, LLC",30 Allens Drive,Grantham,Single Family,NH-Sullivan,3,2,1331,470, 80000, 101900,116900,4317,105,1979,7,0,No
"CG Shepherd Realty, LLC",16 Birch Brae,Grantham,Single Family,NH-Sullivan,3,3,2587,234, 345000, 365000,455000,8979,126,2003,9,3,Yes
"CG Shepherd Realty, LLC",6 Sugar Hill Road,Grantham,Single Family,NH-Sullivan,3,2,1254,329, 166500, 169000,185000,4308,141,1981,6,2,No
Coldwell Banker LIFESTYLES - Hanover,10 Sandy Brae,Grantham,Single Family,NH-Sullivan,3,3,3031,302, 435000, 425000,520000,10609,233,1994,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,61 Longwood Drive,Grantham,Single Family,NH-Sullivan,4,3,2768,68, 348000, 349000,349000,7682,052,1978,10,2,Yes
RE/MAX Upper Valley,508 Olde Farms Road Road,Grantham,Single Family,NH-Sullivan,4,3,2788,176, 347000, 367900,374900,8124,848,1991,10,4,Yes
Coldwell Banker LIFESTYLES - Grantham,57 Anderson Pond Road,Grantham,Single Family,NH-Sullivan,3,3,2412,55, 375000, 379900,379900,10177,075,1994,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,12 Butternut Road,Grantham,Single Family,NH-Sullivan,4,4,2909,20, 318750, 329900,329900,8600,084,2004,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,31 Allens Drive,Grantham,Single Family,NH-Sullivan,4,3,2624,106, 220000, 225000,265000,5531,252,1974,10,2,Yes
"CG Shepherd Realty, LLC",20 Allens Drive,Grantham,Single Family,NH-Sullivan,3,3,1770,43, 214900, 214900,214900,6161,134,1975,9,2,No
"CG Shepherd Realty, LLC",14 Fernwood Lane,Grantham,Single Family,NH-Sullivan,3,2,1349,384, 132500, 139999,158014,3954,082,1974,6,0,No
Coldwell Banker LIFESTYLES - Grantham,45 Old Beach Circle,Grantham,Condo,NH-Sullivan,3,3,2170,17, 250000, 252500,252500,5307,0,1981,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,52 Brookridge Drive,Grantham,Single Family,NH-Sullivan,3,2,1680,216, 210000, 220000,228500,4800,135,1979,9,2,Yes
"CG Shepherd Realty, LLC",26 Robin Lane,Grantham,Single Family,NH-Sullivan,3,2,1521,14, 192000, 195026,195026,4548,055,1989,5,2,Yes
BHHS Verani Concord,38 Butternut Road,Grantham,Single Family,NH-Sullivan,3,3,2348,83, 225000, 245000,250000,5183,052,1997,9,2,No
"CG Shepherd Realty, LLC",35 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,4,3276,309, 420000, 479000,479000,10200,061,2000,12,2,Yes
Coldwell Banker LIFESTYLES - Grantham,21 Whip Poor Will,Grantham,Single Family,NH-Sullivan,4,2,1971,6, 210000, 225000,225000,4984,049,1990,9,0,Yes
"CG Shepherd Realty, LLC",16 Hummingbird,Grantham,Single Family,NH-Sullivan,4,2,1464,8, 171000, 175016,175016,3923,05,1978,6,1,Yes
RE/MAX Upper Valley,667 Miller Pond Road,Grantham,Single Family,NH-Sullivan,3,2,1814,50, 254000, 259000,259000,4776,51,1992,6,0,Yes
Coldwell Banker Redpath and Company,19 Robin Lane,Grantham,Single Family,NH-Sullivan,3,3,2356,14, 290000, 309750,309750,7879,048,2003,9,2,Yes
"CG Shepherd Realty, LLC",1 Warbler Way,Grantham,Single Family,NH-Sullivan,3,2,2310,24, 185000, 199000,199000,4418,043,1985,8,0,Yes
"CG Shepherd Realty, LLC",22 Robin Lane,Grantham,Single Family,NH-Sullivan,3,2,2084,40, 222500, 239900,239900,5184,058,1987,6,2,Yes
Four Seasons Sotheby's Int'l Realty,28 Barn Owl Overlook,Grantham,Condo,NH-Sullivan,3,3,2010,68, 242000, 249000,249000,5648,0,1989,8,0,Yes
Four Seasons Sotheby's Int'l Realty,44 Whitetail Ridge,Grantham,Single Family,NH-Sullivan,3,4,2880,47, 322000, 331000,331000,8443,119,2000,10,2,Yes
BHHS Verani Concord,5 Par Brae,Grantham,Single Family,NH-Sullivan,4,4,3530,206, 320000, 320000,360000,10446,061,1992,10,2,Yes
Four Seasons Sotheby's Int'l Realty,17 High Pond Rd,Grantham,Single Family,NH-Sullivan,3,2,2032,33, 224000, 219000,219000,5407,074,1979,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,11 Bogie Place,Grantham,Single Family,NH-Sullivan,3,3,2330,96, 235000, 249000,249000,5261,088,2004,6,3,Yes
Coldwell Banker LIFESTYLES - Grantham,29 Bay Tree Lane,Grantham,Condo,NH-Sullivan,2,2,1143,67, 126500, 139000,139000,3695,0,1981,6,0,Yes
"CG Shepherd Realty, LLC",19 Island View,Grantham,Condo,NH-Sullivan,3,3,1625,51, 217000, 229900,229900,5941,0,1982,10,0,Yes
"CG Shepherd Realty, LLC",4 Dartmouth Place,Grantham,Single Family,NH-Sullivan,3,2,1256,36, 124500, 139000,139000,3921,101,1977,6,0,No
Coldwell Banker LIFESTYLES - Grantham,7 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,3,2984,211, 290000, 299900,359000,8043,061,1987,11,2,Yes
Coldwell Banker LIFESTYLES - Grantham,67 Greensward Drive,Grantham,Single Family,NH-Sullivan,4,3,2857,75, 332790, 349000,359000,6100,061,1981,9,2,Yes
Coldwell Banker LIFESTYLES,22 Trillium Lane,Grantham,Single Family,NH-Sullivan,3,2,1195,57, 162500, 168500,168500,4264,115,1975,7,1,No
"CG Shepherd Realty, LLC",6 Summit Drive,Grantham,Single Family,NH-Sullivan,3,2,1650,38, 195000, 199000,210000,4500,042,1977,6,2,No
Vanessa Stone Real Estate,631 Olde Farm Road Road,Grantham,Single Family,NH-Sullivan,4,4,4194,42, 427500, 450000,450000,8121,548,2007,11,3,Yes
Coldwell Banker LIFESTYLES - Grantham,46 Deer Run,Grantham,Single Family,NH-Sullivan,2,2,1344,3, 174000, 169000,169000,4357,602,1978,6,1,No
"CG Shepherd Realty, LLC",10 Pleasant Drive,Grantham,Condo,NH-Sullivan,3,2,1361,164, 126800, 134900,149000,3085,0,1979,6,0,No
Four Seasons Sotheby's Int'l Realty,51 High Pond Road,Grantham,Single Family,NH-Sullivan,3,2,1274,305, 150000, 159900,174900,4160,395,1979,7,0,Yes
"CG Shepherd Realty, LLC",9 Beaver Fells Glen,Grantham,Single Family,NH-Sullivan,3,2,2002,59, 225000, 235000,235000,6210,196,2009,7,2,Yes
Four Seasons Sotheby's Int'l Realty,69 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,4,3581,94, 440000, 499000,499000,11643,119,1979,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,1 Old Spring Drive,Grantham,Single Family,NH-Sullivan,3,3,2474,161, 219500, 219900,269900,6205,067,2000,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,26 Deer Run,Grantham,Single Family,NH-Sullivan,3,2,1509,5, 161000, 169900,169900,4269,137,1979,7,0,No
Coldwell Banker LIFESTYLES - Grantham,4 Butternut Road,Grantham,Single Family,NH-Sullivan,4,3,1928,12, 190000, 197900,197900,4923,062,1989,9,1,Yes
Coldwell Banker LIFESTYLES - Grantham,11 Forest Road,Grantham,Single Family,NH-Sullivan,3,4,3288,29, 364000, 375000,375000,7361,069,1999,10,2,Yes
Four Seasons Sotheby's Int'l Realty,14 Jericho Road,Grantham,Single Family,NH-Sullivan,4,3,2944,27, 347000, 359000,359000,6295,17,1993,7,2,Yes
"CG Shepherd Realty, LLC",637 Marmot Lane,Grantham,Condo,NH-Sullivan,3,3,1625,168, 83000, 100000,100000,3028,0,1983,8,0,Yes
"CG Shepherd Realty, LLC",4 Robin Lane,Grantham,Single Family,NH-Sullivan,3,2,2386,270, 183000, 179000,229000,5705,1,1989,7,0,No
LindeMac Real Estate,160 Sugarwood Lane,Grantham,Single Family,NH-Sullivan,3,3,2238,4, 299000, 299000,299000,7226,54,1997,9,2,Yes
Coldwell Banker LIFESTYLES,729 Olde Farms Road,Grantham,Single Family,NH-Sullivan,3,4,3434,65, 540000, 569000,569000,11649,1158,1984,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,60 College Overlook,Grantham,Condo,NH-Sullivan,3,3,1800,172, 120000, 138750,174950,3162,0,1981,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,21 Bay Tree Lane,Grantham,Condo,NH-Sullivan,3,2,2880,0, 239000, 249000,249000,2880,,1981,7,,Yes
Ideal Properties,86 WOODLAND HEIGHTS,Grantham,Single Family,NH-Sullivan,3,3,2352,113, 306000, 312000,312000,6279,125,2005,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,24 Hummingbird Hill,Grantham,Single Family,NH-Sullivan,4,3,2969,10, 285050, 309000,309000,6564,052,1985,9,2,Yes
"CG Shepherd Realty, LLC",3 Cherry Lane Lane,Grantham,Single Family,NH-Sullivan,2,3,2890,115, 275500, 319999,340000,7622,08,1981,6,0,Yes
Coldwell Banker LIFESTYLES - Grantham,14 Troon Drive,Grantham,Single Family,NH-Sullivan,3,2,1395,29, 159000, 169500,169500,4062,058,1980,7,2,No
Coldwell Banker LIFESTYLES - Grantham,822 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,4,4,2494,87, 280000, 299900,329000,5597,0,1987,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,42 Old Beach Circle Road,Grantham,Condo,NH-Sullivan,2,2,1125,79, 142500, 159900,159900,3544,0,1981,6,0,No
William Raveis Stowe Realty,12 GREENSWARD DRIVE,Grantham,Single Family,NH-Sullivan,3,2,2430,43, 265000, 274900,299000,6895,061,1999,8,2,Yes
RE/MAX Upper Valley,69 Rawson Ridge,Grantham,Single Family,NH-Sullivan,4,3,1680,29, 285000, 295000,299000,6840,516,2012,7,2,Yes
"CG Shepherd Realty, LLC",4 Morning Hollow Lane,Grantham,Single Family,NH-Sullivan,3,2,1545,37, 164500, 168504,168504,3816,09,1978,7,0,Yes
Four Seasons Sotheby's Int'l Realty,26 Old Spring Drive,Grantham,Single Family,NH-Sullivan,4,4,2102,42, 234000, 245000,245000,5302,059,1985,8,0,Yes
"CG Shepherd Realty, LLC",844 Cove Drive,Grantham,Condo,NH-Sullivan,3,3,1854,70, 128200, 139000,149000,3297,0,1987,9,0,Yes
"CG Shepherd Realty, LLC",178 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,3,2324,9, 340000, 344178,344178,7419,509,2003,8,2,Yes
"CG Shepherd Realty, LLC",21 Island View,Grantham,Condo,NH-Sullivan,4,3,2448,12, 325000, 349021,349021,6766,0,1982,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,34 Slalom Drive,Grantham,Single Family,NH-Sullivan,3,2,1202,32, 145000, 159000,159000,3599,134,1985,6,0,Yes
Coldwell Banker LIFESTYLES - Grantham,24 Wildwood Drive,Grantham,Single Family,NH-Sullivan,3,4,2789,124, 310000, 319900,329900,7336,115,2008,9,2,Yes
"CG Shepherd Realty, LLC",3 Birdie Knob,Grantham,Single Family,NH-Sullivan,2,3,2226,105, 219000, 225000,225000,5239,086,1979,6,2,Yes
"CG Shepherd Realty, LLC",26 Summit Drive Drive,Grantham,Single Family,NH-Sullivan,3,3,1754,65, 225000, 229810,240810,6037,16,1974,9,2,Yes
"CG Shepherd Realty, LLC",28 Old Spring Drive,Grantham,Single Family,NH-Sullivan,5,4,3261,177, 237500, 249928,274028,6254,052,1998,8,2,Yes
Coldwell Banker LIFESTYLES,14 Mill Pond Road,Grantham,Single Family,NH-Sullivan,3,3,1288,21, 169900, 169900,169900,4460,079,1989,5,1,Yes
Coldwell Banker LIFESTYLES - Grantham,15 Slalom Drive,Grantham,Single Family,NH-Sullivan,4,3,2216,65, 230000, 264900,279000,5590,232,1985,7,0,No
Four Seasons Sotheby's Int'l Realty,19 Summit Drive,Grantham,Single Family,NH-Sullivan,3,3,2580,56, 275000, 299000,299000,6987,083,1984,8,2,Yes
Four Seasons Sotheby's Int'l Realty,84 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,5,4350,103, 717750, 765000,765000,15984,12,2000,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,19 Bouldervale Road,Grantham,Single Family,NH-Sullivan,3,2,2037,89, 219500, 249000,265000,7096,522,1976,8,8,Yes
"CG Shepherd Realty, LLC",819 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,4,4,2448,51, 294000, 298000,325000,4605,0,1986,9,0,Yes
"CG Shepherd Realty, LLC",27 Eagle Drive,Grantham,Single Family,NH-Sullivan,4,3,2628,125, 282500, 294500,294500,10182,104,1985,9,2,No
Coldwell Banker LIFESTYLES - Hanover,51 Greensward Dr,Grantham,Single Family,NH-Sullivan,3,3,2330,111, 307500, 329000,329000,7717,062,1988,6,2,Yes
LindeMac Real Estate,21 Troon Drive,Grantham,Single Family,NH-Sullivan,3,2,1824,18, 210000, 199900,199900,5466,205,1975,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,4 Butternut Road,Grantham,Single Family,NH-Sullivan,4,3,1928,10, 195000, 199900,199900,4923,062,1989,9,1,Yes
