Listing Office - Office Name;Address;City;Property Type;PropDummy;County;Bedrooms - Total;Baths - Total;SqFtTotFn;DOM;Price - Closed;Price - List; Price - Original ; Tax - Gross Amount ;Lot - Acres;Year Built;Rooms - Total;Garage Capacity;Basement
Coldwell Banker Homes Unlimited;37 WHITE WATER BROOK ROAD;Cornish;Single Family;0;NH-Sullivan;2;1;816;68;$110.950;$129.900;139.000;3.426;1,9;1979;4;2;Yes
Coldwell Banker Homes Unlimited;476 Town House Rd.;Cornish;Single Family;0;NH-Sullivan;2;1;960;229;$200.000;$189.000;189.000;3.844;7,54;1988;5;0;Yes
Coldwell Banker Homes Unlimited;59 BEECHWOOD DRIVE;Cornish;Single Family;0;NH-Sullivan;3;3;2.656;279;$235.000;$239.900;248.500;5.833;2;1983;9;2;Yes
Coldwell Banker Homes Unlimited;43 ROOT HILL;Cornish;Single Family;0;NH-Sullivan;2;2;1.422;46;$243.650;$249.900;249.900;4.662;5,5;1984;6;2;Yes
Coldwell Banker Homes Unlimited;118 CENTER ROAD;Cornish;Single Family;0;NH-Sullivan;2;2;1.245;3;$139.900;$129.900;129.900;3.671;7,1;1985;5;0;Yes
Coldwell Banker Homes Unlimited;802 CENTER RD.;Cornish;Single Family;0;NH-Sullivan;3;2;3.022;21;$235.000;$239.900;239.900;5.251;1,18;1976;8;2;Yes
Landfall Properties LLC;86 McSwain Drive;Cornish;Single Family;0;NH-Sullivan;2;2;1.525;103;$190.000;$199.000;199.000;3.605;25;1983;6;2;Yes
Coldwell Banker Homes Unlimited;37 WHITE WATER BROOK ROAD;Cornish;Single Family;0;NH-Sullivan;2;1;816;1;$144.330;$145.000;145.000;3.467;1,9;1979;4;2;Yes
Four Seasons Sotheby's Int'l Realty;32 White Swan Farm Road;Cornish;Single Family;0;NH-Sullivan;3;3;4.577;190;$770.000;$949.000;1.100.000;10.325;88,9;2006;12;2;Yes
Coldwell Banker Homes Unlimited;946 TOWN HOUSE ROAD;Cornish;Single Family;0;NH-Sullivan;2;1;1.176;230;$30.000;$40.000;69.900;3.310;2;1969;4;0;Yes
Coldwell Banker Homes Unlimited;891 Route 120;Cornish;Single Family;0;NH-Sullivan;3;1;1.368;30;$130.000;$130.000;130.000;3.290;1,6;1970;5;2;Yes
Coldwell Banker LIFESTYLES - Hanover;210 Beechwood Acres;Cornish;Single Family;0;NH-Sullivan;3;1;1.343;212;$192.000;$204.000;225.000;3.620;2,1;1975;7;2;Yes
Bean Group / Vermont;1392 Nh Route 12A;Cornish;Single Family;0;NH-Sullivan;3;2;1.880;30;$199.500;$219.500;219.500;4.934;2,32;1962;7;2;Yes
Coldwell Banker LIFESTYLES - Hanover;162 Harrington Road;Cornish;Single Family;0;NH-Sullivan;3;2;2.480;87;$191.500;$213.000;220.000;3.698;5;1996;7;;Yes
Vanessa Stone Real Estate;25 Town Line Drive;Cornish;Single Family;0;NH-Sullivan;3;2;2.240;122;$220.000;$239.900;239.900;4.475;5,1;1979;8;1;Yes
Coldwell Banker Homes Unlimited;202 LANG ROAD;Cornish;Single Family;0;NH-Sullivan;4;3;2.828;7;$434.600;$459.900;459.900;7.212;36,5;1978;10;3;Yes
C.G. Shepherd Realty, LLC;585 NH Rte 10;Croydon;Single Family;0;NH-Sullivan;4;3;2.079;283;$222.000;$249.999;264.500;4.084;7,57;2008;8;0;Yes
Coldwell Banker Homes Unlimited;0 Pine Hill Road;Croydon;Single Family;0;NH-Sullivan;1;0;500;265;$110.000;$124.900;129.900;2.072;28,2;2002;3;0;No
Real Home Services and Solutions;67 Cash;Croydon;Single Family;0;NH-Sullivan;3;3;2.240;74;$71.199;$80.900;100.000;2.770;2,2;1996;8;0;Yes
C.G. Shepherd Realty, LLC;417 Pine Hill Road;Croydon;Single Family;0;NH-Sullivan;3;4;2.933;306;$325.000;$334.999;369.000;4.214;20;2006;9;2;No
Century 21 Energy Shield Realty/Lebanon;45 Loverin Hill Rd;Croydon;Single Family;0;NH-Sullivan;2;1;1.248;19;$61.250;$55.000;55.000;1.927;1,3;1984;6;0;Yes
Coldwell Banker LIFESTYLES;160 Cash Street;Croydon;Single Family;0;NH-Sullivan;3;3;2.625;34;$335.000;$350.000;350.000;4.658;4,13;1989;9;2;Yes
Coldwell Banker LIFESTYLES - Sunapee;74 southbeach;Croydon;Single Family;0;NH-Sullivan;4;5;3.066;0;$451.000;$499.000;499.000;5.450;3,44;2007;12;1;
Harbor Light Realty;418 Pine Hill Road;Croydon;Single Family;0;NH-Sullivan;2;2;2.340;302;$239.000;$249.000;259.000;3.004;30,63;1987;7;0;Yes
Coldwell Banker LIFESTYLES;15 Misery Mountain;Croydon;Single Family;0;NH-Sullivan;3;2;1.152;259;$156.500;$162.450;168.500;2.266;7,6;1988;6;1;Yes
Century 21 Shepard & Flint Realty;45 Loverin Hill Rd;Croydon;Single Family;0;NH-Sullivan;2;2;1.248;37;$145.000;$148.000;149.500;1.927;1,3;1984;6;0;Yes
Vanessa Stone Real Estate;13 Camel Hump Road;Croydon;Single Family;0;NH-Sullivan;2;2;1.178;50;$120.000;$125.000;125.000;1.568;2,5;1986;5;2;No
Harbor Light Realty;15 Richards Rd.;Croydon;Single Family;0;NH-Sullivan;3;2;1.250;44;$180.000;$195.000;195.000;2.499;5,9;2005;5;1;Yes
Coldwell Banker Homes Unlimited;88 Fletcher Rd;Croydon;Single Family;0;NH-Sullivan;3;4;3.000;92;$227.500;$236.900;249.900;4.200;3,6;2000;11;2;Yes
Coldwell Banker LIFESTYLES - Grantham;138 Brighton Rd;Croydon;Single Family;0;NH-Sullivan;3;2;1.437;43;$235.000;$249.000;249.000;3.232;8,63;2005;6;2;No
Cushing Real Estate;145 Croydon Turnpike;Croydon;Single Family;0;NH-Sullivan;4;2;2.376;41;$80.000;$149.000;149.000;3.856;7;1970;7;2;Yes
Century 21 Shepard & Flint Realty;91 Pine Hill Rd;Croydon;Single Family;0;NH-Sullivan;3;2;1.445;80;$140.000;$153.900;153.900;3.050;3,3;1985;6;2;Yes
Century 21 Highview Realty;127 bouldervale;Croydon;Single Family;0;NH-Sullivan;2;2;1.513;4;$131.000;$124.900;124.900;3.306;5,09;1987;5;2;Yes
Coldwell Banker LIFESTYLES - Sunapee;28 Winter Street;Croydon;Single Family;0;NH-Sullivan;4;2;1.709;144;$210.000;$229.000;249.000;2.686;1;2007;7;2;Yes
Ideal Properties;121 Croydon Brook Road;Croydon;Single Family;0;NH-Sullivan;3;1;1.457;229;$139.900;$149.900;153.000;1.737;0,7;1965;7;0;Yes
Coldwell Banker LIFESTYLES;113 Bouldervale;Croydon;Single Family;0;NH-Sullivan;3;2;1.806;108;$206.500;$219.000;229.000;4.587;4,35;1980;7;2;No
Ideal Properties;61 Ledge Road;Croydon;Single Family;0;NH-Sullivan;1;1;435;6;$44.000;$44.000;44.000;1.420;0,54;1980;2;0;No
Keller Williams Coastal Realty;46 Winter Road;Croydon;Single Family;0;NH-Sullivan;4;2;1.202;0;$44.189;$47.400;47.400;2.417;2;1970;6;1;Yes
Ideal Properties;123 South Beach Drive;Croydon;Single Family;0;NH-Sullivan;3;2;1.638;215;$210.000;$239.000;239.000;2.981;2,19;2007;6;0;Yes
Coldwell Banker LIFESTYLES - Sunapee;121 Fletcher Road;Croydon;Single Family;0;NH-Sullivan;2;2;1.822;157;$250.000;$325.000;325.000;2.385;13,8;2014;6;0;Yes
Coldwell Banker LIFESTYLES;124 Brighton Road;Croydon;Single Family;0;NH-Sullivan;3;4;2.354;145;$257.000;$299.000;299.000;3.706;10,78;2000;9;2;Yes
Coldwell Banker LIFESTYLES - Sunapee;78 Reeds Mills Rd;Croydon;Single Family;0;NH-Sullivan;3;2;1.920;163;$140.000;$169.900;174.500;2.089;11,7;1978;6;0;Yes
Bergeron`s Houses to Homes;7 L.A. Whipple Drive;Croydon;Single Family;0;NH-Sullivan;3;2;2.282;3;$242.000;$249.000;249.000;3.109;3,03;2002;7;2;Yes
Coldwell Banker LIFESTYLES;334 Route 10;Croydon;Single Family;0;NH-Sullivan;3;2;2.465;135;$325.000;$325.000;355.000;3.884;5,5;2005;10;2;No
C.G. Shepherd Realty, LLC;807 NH Route 10;Croydon;Single Family;0;NH-Sullivan;2;1;1.534;32;$199.000;$204.000;204.000;2.625;1,86;1999;5;2;Yes
Century 21 Highview Realty;21 Melody Lane;Croydon;Single Family;0;NH-Sullivan;2;2;1.501;53;$86.700;$104.900;109.900;1.926;3;1970;4;2;Yes
Coldwell Banker Homes Unlimited;104 Old Springfield Rd;Croydon;Single Family;0;NH-Sullivan;3;2;1.472;90;$142.000;$144.900;54.900;2.278;2,2;1991;8;0;Yes
Bean Group / Bedford;100 Hayward Road;Croydon;Single Family;0;NH-Sullivan;2;1;1.080;5;$199.000;$210.000;210.000;2.184;8,4;1985;5;4;No
Bergeron`s Houses to Homes;13 Indian Point Rd;Croydon;Single Family;0;NH-Sullivan;2;1;1.092;182;$166.500;$174.500;174.500;2.457;0,53;2008;6;0;Yes
Real Home Services and Solutions;449 Pine Hill Road;Croydon;Single Family;0;NH-Sullivan;3;1;1.232;121;$52.549;$55.400;95.400;1.696;9;1985;5;0;No
Bean Group / Bedford;38 Brighton Lane;Croydon;Single Family;0;NH-Sullivan;2;2;1.450;74;$225.000;$219.900;229.000;3.088;5,7;2004;6;2;Yes
C.G. Shepherd Realty, LLC;136 Croydon Turnpike;Croydon;Single Family;0;NH-Sullivan;1;1;720;12;$102.000;$115.000;115.000;2.028;1;1966;4;2;Yes
Coldwell Banker LIFESTYLES - Warner;91 Pine Hill Road;Croydon;Single Family;0;NH-Sullivan;3;2;1.445;16;$160.000;$162.000;1;2.729;3,3;1985;6;2;Yes
C.G. Shepherd Realty, LLC;874 NH Route 10N;Croydon;Single Family;0;NH-Sullivan;3;2;2.160;147;$204.500;$224.900;229.900;3.519;2,48;1986;6;2;Yes
C.G. Shepherd Realty, LLC;69 New Aldrich Road;Grantham;Single Family;0;NH-Sullivan;3;2;3.446;1063;$305.000;$330.000;499.999;6.633;2,27;2002;9;2;Yes
Coldwell Banker LIFESTYLES - Grantham;9 Walton Heath Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.513;762;$307.000;$329.000;399.000;6.635;0,69;1987;8;2;No
Coldwell Banker LIFESTYLES - Grantham;6 Bay Tree Lane;Grantham;Condo;1;NH-Sullivan;2;2;1.238;1364;$105.000;$129.000;204.900;3.975;0;1981;6;0;Yes
Coldwell Banker LIFESTYLES - Grantham;33 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.863;770;$102.000;$179.000;275.000;5.750;1,12;1980;9;2;No
C.G. Shepherd Realty, LLC;609 Otter Road;Grantham;Condo;1;NH-Sullivan;4;4;2.494;1052;$226.000;$259.000;297.000;5.352;0;1983;9;0;Yes
C.G. Shepherd Realty, LLC;2 HILLTOP PLACE;Grantham;Single Family;0;NH-Sullivan;3;4;3.093;774;$450.000;$499.000;980.000;9.369;6,07;1999;9;2;Yes
Coldwell Banker LIFESTYLES - Grantham;5 Pioneer Point;Grantham;Condo;1;NH-Sullivan;2;3;1.133;709;$179.000;$209.000;232.900;3.381;0;1976;5;0;Yes
C.G. Shepherd Realty, LLC;9 Bonnie Brae;Grantham;Single Family;0;NH-Sullivan;3;2;1.485;791;$162.000;$169.900;253.900;4.159;1,19;1985;9;2;Yes
C.G. Shepherd Realty, LLC;57 Anderson Pond Road;Grantham;Single Family;0;NH-Sullivan;3;3;2.603;675;$440.000;$475.000;525.000;8.725;0,74;1994;8;2;No
Coldwell Banker LIFESTYLES - Grantham;13/15 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.123;533;$280.000;$299.900;348.900;6.441;1,31;1986;9;2;Yes
Coldwell Banker LIFESTYLES - Grantham;23 Troon Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.397;652;$277.250;$299.500;349.900;6.030;1,43;1973;9;2;Yes
Coldwell Banker LIFESTYLES - Grantham;19 Bay Tree Lane;Grantham;Condo;1;NH-Sullivan;2;2;1.100;465;$175.000;$179.900;219.000;2.896;0;1981;6;0;No
Coldwell Banker LIFESTYLES - Grantham;16 Barn Owl Overlook;Grantham;Single Family;0;NH-Sullivan;3;3;1.870;651;$188.200;$199.900;244.900;4.614;0,41;1977;6;2;No
Four Seasons Sotheby`s Int`l Realty/NL;56 Pleasant Drive;Grantham;Condo;1;NH-Sullivan;3;2;1.521;1246;$187.000;$199.900;240.000;4.616;0;1979;6;0;No
Bean Group / Bedford;3 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.031;491;$207.500;$215.000;255.000;5.921;0,5;1978;9;1;Yes
Coldwell Banker LIFESTYLES - Grantham;44 Barn Owl Overlook;Grantham;Condo;1;NH-Sullivan;3;3;2.489;1011;$219.500;$249.980;279.900;6.429;0;1989;8;0;Yes
C.G. Shepherd Realty, LLC;37 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;5;4.058;301;$575.000;$599.000;599.000;11.529;1,18;1991;12;2;Yes
Coldwell Banker LIFESTYLES - Grantham;16 Shore Road;Grantham;Single Family;0;NH-Sullivan;3;3;3.142;406;$422.500;$449.000;449.850;9.080;1,47;2000;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;10 Trillium;Grantham;Single Family;0;NH-Sullivan;4;3;1.842;345;$190.000;$197.500;225.000;5.008;1,14;1972;8;1;Yes
C.G. Shepherd Realty, LLC;45 HUMMINGBIRD HILL;Grantham;Single Family;0;NH-Sullivan;4;3;1.602;298;$194.000;$217.500;229.000;4.000;0,67;1974;7;2;No
RE/MAX Upper Valley/Hanover;485 New Aldrich Road Lot 11;Grantham;Single Family;0;NH-Sullivan;4;3;3.200;556;$386.000;$386.000;349.000; -   ;8,35;2011;8;3;Yes
RE/MAX Upper Valley;48 Troon;Grantham;Single Family;0;NH-Sullivan;3;2;1.440;248;$115.000;$119.999;139.000;3.071;0,64;1975;8;0;Yes
Coldwell Banker LIFESTYLES - Grantham;49 Black Duck Spur;Grantham;Condo;1;NH-Sullivan;3;2;1.238;311;$100.000;$119.900;139.900;3.616;0;1979;6;0;No
C.G. Shepherd Realty, LLC;6 Pleasant Drive;Grantham;Condo;1;NH-Sullivan;2;2;1.693;440;$119.000;$119.500;176.900;4.040;0;1979;7;0;Yes
Four Seasons Sotheby`s Int`l Realty/NL;21 Highwood Way;Grantham;Single Family;0;NH-Sullivan;3;3;3.300;236;$445.000;$475.000;579.000;9.043;6,9;1990;12;2;Yes
Coldwell Banker LIFESTYLES - Grantham;817 Covered Bridge Lane;Grantham;Condo;1;NH-Sullivan;4;3;2.494;312;$205.000;$248.950;270.000;5.639;0;1986;10;0;Yes
C.G. Shepherd Realty, LLC;26 ROBIN LANE;Grantham;Single Family;0;NH-Sullivan;3;2;1.521;153;$185.000;$199.000;208.999;4.056;0,55;1988;5;2;Yes
C.G. Shepherd Realty, LLC;132 Miller Pond Road;Grantham;Single Family;0;NH-Sullivan;3;1;864;618;$53.200;$99.000;118.000;2.679;3,3;1976;5;2;No
Coldwell Banker LIFESTYLES - Grantham;621 Otter Road;Grantham;Condo;1;NH-Sullivan;3;3;1.898;362;$167.500;$199.900;234.900;4.191;0;1984;8;0;Yes
Coldwell Banker LIFESTYLES - Grantham;63 Fairway Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.185;234;$265.000;$289.000;299.000;6.113;0,61;1987;9;1;No
Century 21 Energy Shield Realty/Lebanon;11 Deer Run;Grantham;Single Family;0;NH-Sullivan;3;2;1.404;95;$99.000;$89.900;110.900;3.623;1,01;1978;6;0;No
Coldwell Banker LIFESTYLES - Grantham;72 Troon Drive;Grantham;Single Family;0;NH-Sullivan;3;3;1.836;106;$266.000;$308.500;308.500;5.546;0,75;1993;9;2;Yes
RE/MAX Upper Valley/Hanover;00 Stocker Pond Road;Grantham;Single Family;0;NH-Sullivan;3;3;1.800;6;$270.000;$270.000;270.000;1.000;1,3;2011;6;2;Yes
Coldwell Banker LIFESTYLES - Grantham;34 Barn Owl Overlook;Grantham;Condo;1;NH-Sullivan;3;3;2.489;11;$225.000;$239.000;239.000;6.069;0;1989;8;0;Yes
RE/MAX Upper Valley/Hanover;00 Rawson Ridge;Grantham;Single Family;0;NH-Sullivan;4;3;1.680;153;$290.300;$279.000;299.000; -   ;5,16;2011;8;2;Yes
Century 21 Highview Realty;29 Summit Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.738;20;$162.500;$164.900;164.900;4.053;0,54;1987;8;1;Yes
C.G. Shepherd Realty, LLC;42 Pleasant Drive;Grantham;Condo;1;NH-Sullivan;3;2;1.469;244;$128.999;$128.999;169.000;4.189;0;1979;7;0;No
Coldwell Banker LIFESTYLES - Grantham;67 Pintail Knob;Grantham;Condo;1;NH-Sullivan;2;2;1.238;73;$125.000;$134.000;134.000;3.598;0;1979;6;0;No
Century 21 Energy Shield Realty/Lebanon;7 General Ct;Grantham;Condo;1;NH-Sullivan;3;3;2.018;54;$124.900;$124.900;145.500;3.504;0;2002;7;2;Yes
Real Home Services and Solutions;72 High Pond Road;Grantham;Single Family;0;NH-Sullivan;3;3;2.205;62;$225.199;$242.500;262.500;7.344;0,72;1997;6;2;Yes
Coldwell Banker LIFESTYLES - Grantham;11 Trillium Lane;Grantham;Single Family;0;NH-Sullivan;3;4;3.037;140;$510.000;$579.000;624.900;11.577;2,96;1980;10;2;Yes
C.G. Shepherd Realty, LLC;36 Maggie's Lane off Learning Drive;Grantham;Single Family;0;NH-Sullivan;2;2;2.272;83;$155.000;$169.999;179.000;4.563;2,1;1987;9;2;Yes
C.G. Shepherd Realty, LLC;113 Greensward Drive;Grantham;Single Family;0;NH-Sullivan;2;3;2.428;78;$290.000;$299.000;329.000;6.648;0,59;1996;8;2;Yes
Coldwell Banker LIFESTYLES - Grantham;8 Whip-Poor-Will Walk;Grantham;Single Family;0;NH-Sullivan;3;2;1.393;108;$128.000;$138.900;158.000;3.579;0,42;1979;7;0;Yes
Coldwell Banker LIFESTYLES - Grantham;33 Granite Way;Grantham;Single Family;0;NH-Sullivan;4;4;2.515;214;$490.000;$499.900;549.000;10.393;1,55;1985;9;2;No
Coldwell Banker LIFESTYLES - Grantham;94 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;2;2;1.364;27;$155.000;$159.900;159.900;4.656;0,78;1981;7;0;Yes
Century 21 Highview Realty;73 Draper Mill;Grantham;Single Family;0;NH-Sullivan;3;2;1.932;188;$42.500;$74.900;105.000;4.033;1,21;1985;7;0;Yes
Coldwell Banker LIFESTYLES - Grantham;13 Anderson Pond Rd.;Grantham;Single Family;0;NH-Sullivan;3;3;2.651;76;$320.000;$379.000;379.000;6.723;0,89;1992;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;4 Beaver Fells Glen;Grantham;Single Family;0;NH-Sullivan;3;3;2.801;173;$282.000;$304.900;304.900;6.086;2,66;1979;8;2;Yes
Coldwell Banker LIFESTYLES - Grantham;10 Whip-Poor-Will Walk;Grantham;Single Family;0;NH-Sullivan;3;2;1.652;333;$217.000;$219.000;249.000;4.715;0,46;1990;8;2;Yes
C.G. Shepherd Realty, LLC;7 Troon Drive;Grantham;Single Family;0;NH-Sullivan;2;3;1.892;250;$252.500;$264.999;295.000;6.279;0,78;2007;6;1;No
C.G. Shepherd Realty, LLC;6 BUTTERNUT ROAD;Grantham;Single Family;0;NH-Sullivan;3;2;1.507;355;$145.000;$199.000;259.000;4.067;0,6;1988;7;0;Yes
C.G. Shepherd Realty, LLC;42 Barn Owl Overlook;Grantham;Condo;1;NH-Sullivan;3;3;2.010;669;$200.000;$229.000;269.000;6.360;0;1989;8;0;No
C.G. Shepherd Realty, LLC;114 GREENSWARD DRIVE;Grantham;Single Family;0;NH-Sullivan;3;3;3.360;67;$440.000;$499.000;499.000;8.152;0;1995;12;2;Yes
C.G. Shepherd Realty, LLC;432 Road Round Lake;Grantham;Single Family;0;NH-Sullivan;3;2;2.457;1351;$300.000;$329.000;399.999;10.548;1,07;1989;7;0;Yes
Coldwell Banker LIFESTYLES - Grantham;56 Troon Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.359;358;$185.000;$204.900;238.900;4.748;0,59;1979;8;0;Yes
C.G. Shepherd Realty, LLC;30 SLALOM DRIVE;Grantham;Single Family;0;NH-Sullivan;4;3;2.016;346;$227.500;$234.999;249.000;5.981;0,42;2002;8;0;Yes
Coldwell Banker LIFESTYLES - Grantham;635 Marmot Ln;Grantham;Condo;1;NH-Sullivan;5;4;2.196;572;$120.000;$149.000;225.000;4.683;0;1983;9;0;Yes
C.G. Shepherd Realty, LLC;32 NEW ALDRICH ROAD;Grantham;Single Family;0;NH-Sullivan;3;4;3.497;763;$339.000;$369.999;369.999;9.123;5,11;1989;11;3;Yes
LindeMac Real Estate;10 Allen's Drive;Grantham;Single Family;0;NH-Sullivan;4;3;3.294;7;$399.000;$399.000;399.000;8.169;1,91;1974;12;2;Yes
Century 21 Energy Shield Realty/Lebanon;8 Old Spring Drive;Grantham;Single Family;0;NH-Sullivan;3;3;1.898;145;$130.000;$139.900;184.900;5.377;1,63;1980;11;2;Yes
Century 21 Highview Realty;154 Meadowbrook;Grantham;Single Family;0;NH-Sullivan;3;4;2.475;6;$180.000;$189.900;189.900;5.448;4,33;1991;8;2;Yes
Coldwell Banker LIFESTYLES;2 Mill Pond Lane;Grantham;Single Family;0;NH-Sullivan;3;2;1.640;153;$215.000;$219.000;254.900;4.972;0,99;1990;7;2;No
Coldwell Banker LIFESTYLES - Grantham;10 Water View;Grantham;Condo;1;NH-Sullivan;4;4;2.592;91;$250.000;$299.000;299.000;6.216;0;1983;9;0;Yes
Century 21 Energy Shield Realty/Lebanon;9 Mill Pond Lane;Grantham;Single Family;0;NH-Sullivan;3;3;1.828;77;$180.000;$179.900;219.900;4.844;0,61;2000;9;2;Yes
Coldwell Banker LIFESTYLES - Grantham;14 Pioneer Point;Grantham;Condo;1;NH-Sullivan;3;3;2.489;197;$302.000;$349.900;409.000;6.781;0;1986;9;0;Yes
Coldwell Banker LIFESTYLES - Grantham;53 Greensward;Grantham;Single Family;0;NH-Sullivan;3;2;1.456;166;$187.500;$209.000;221.900;4.827;0,61;1982;6;2;No
C.G. Shepherd Realty, LLC;11 Butternut Road;Grantham;Single Family;0;NH-Sullivan;3;5;3.794;543;$280.000;$399.000;449.000;10.133;0,64;1991;9;2;Yes
Coldwell Banker Homes Unlimited;13 Moos Run;Grantham;Single Family;0;NH-Sullivan;3;3;2.658;40;$178.000;$214.900;214.900;5.495;0,77;1991;10;1;Yes
Coldwell Banker LIFESTYLES - Sunapee;178 New Aldrich Road;Grantham;Single Family;0;NH-Sullivan;3;3;2.324;75;$295.000;$299.000;319.000;6.342;5,09;2003;8;2;Yes
Four Seasons Sotheby's Int'l Realty;87 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.807;77;$215.000;$225.000;249.900;5.764;0,65;1980;8;2;Yes
Coldwell Banker LIFESTYLES - Grantham;11 LOON DRIVE;Grantham;Single Family;0;NH-Sullivan;3;2;1.544;302;$265.000;$280.000;280.000;5.614;0,8;1975;6;0;No
Coldwell Banker LIFESTYLES - Grantham;33 Niblick Lane;Grantham;Condo;1;NH-Sullivan;3;3;2.207;94;$221.900;$224.900;224.900;4.393;0;1987;7;0;Yes
Cushing Real Estate;1016 Dunbar Hill Rd.;Grantham;Single Family;0;NH-Sullivan;6;4;3.835;257;$360.000;$379.000;419.000;7.625;4,34;1999;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;6 Pinehurst;Grantham;Single Family;0;NH-Sullivan;3;3;2.720;215;$239.000;$274.900;319.900;8.090;1,03;1987;8;2;Yes
Four Seasons Sotheby`s Int`l Realty/NL;96 Woodland Heights;Grantham;Single Family;0;NH-Sullivan;3;2;1.344;213;$222.000;$224.900;234.900;4.524;1,39;2005;7;2;Yes
Coldwell Banker LIFESTYLES - Grantham;4 Buck Common;Grantham;Single Family;0;NH-Sullivan;2;2;864;387;$152.500;$157.500;162.500;3.698;2,48;1974;6;2;No
C.G. Shepherd Realty, LLC;60 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;3;1.760;188;$159.000;$168.900;179.000;4.050;0,57;1991;6;2;No
Coldwell Banker LIFESTYLES - Grantham;24 Draper Mill;Grantham;Single Family;0;NH-Sullivan;3;1;1.408;339;$120.000;$120.900;145.900;3.336;0,63;1978;6;0;No
Coldwell Banker LIFESTYLES - Grantham;630 Otter Rd;Grantham;Condo;1;NH-Sullivan;3;3;1.469;292;$145.000;$179.000;209.000;4.917;0;1983;7;0;Yes
Coldwell Banker LIFESTYLES - Grantham;43 Deer Run;Grantham;Single Family;0;NH-Sullivan;3;2;2.237;13;$239.900;$249.000;249.000;5.556;1,83;1987;6;2;Yes
Coldwell Banker LIFESTYLES - Grantham;7 Walton Heath Drive;Grantham;Single Family;0;NH-Sullivan;4;4;2.943;67;$360.000;$379.000;399.000;7.807;0,58;1986;10;2;Yes
C.G. Shepherd Realty, LLC;685 New Aldrich Road;Grantham;Single Family;0;NH-Sullivan;3;4;2.541;54;$373.185;$394.685;394.685;7.483;5,14;2002;12;4;Yes
Four Seasons Sotheby's Int'l Realty;95 Greensward Drive;Grantham;Single Family;0;NH-Sullivan;3;5;3.974;86;$625.000;$689.000;689.000;13.492;0,81;1996;9;2;Yes
Century 21 Highview Realty;50 Butternut;Grantham;Single Family;0;NH-Sullivan;3;2;2.932;219;$152.250;$209.900;294.900;6.555;1,65;2001;7;2;Yes
LindeMac Real Estate;274 New Aldrich Road;Grantham;Single Family;0;NH-Sullivan;3;5;4.457;93;$470.000;$490.000;490.000;9.912;5,6;1989;13;2;Yes
C.G. Shepherd Realty, LLC;524 Route 114;Grantham;Single Family;0;NH-Sullivan;2;1;784;431;$69.000;$78.524;98.900;2.332;2,6;2001;5;0;No
Century 21 Energy Shield Realty/Lebanon;244 Walker Road;Grantham;Single Family;0;NH-Sullivan;3;4;4.488;1;$207.000;$264.900;264.900;10.483;8,86;1987;11;7;Yes
Coldwell Banker LIFESTYLES - Grantham;5 Auburn Brae;Grantham;Single Family;0;NH-Sullivan;3;2;1.516;110;$242.000;$259.000;259.000;5.494;0,78;1976;7;2;No
Coldwell Banker LIFESTYLES - Grantham;838 Cove Drive;Grantham;Condo;1;NH-Sullivan;3;3;1.957;601;$160.000;$199.000;199.000;5.029;0;1987;8;0;Yes
C.G. Shepherd Realty, LLC;464 Burpee Hill Road;Grantham;Single Family;0;NH-Sullivan;3;3;2.292;175;$335.000;$327.500;362.000;6.753;2,92;2009;9;2;Yes
C.G. Shepherd Realty, LLC;208 Tall TImbers;Grantham;Single Family;0;NH-Sullivan;0;0;400;387;$12.500;$29.000;29.000;1.000;0,18;1970;1;0;No
RE/MAX Upper Valley;134 Woodland Heights;Grantham;Single Family;0;NH-Sullivan;3;2;1.756;154;$181.000;$175.000;249.000;4.071;1,66;2005;7;0;Yes
Coldwell Banker LIFESTYLES - Grantham;59 Silo Lane;Grantham;Single Family;0;NH-Sullivan;3;3;2.565;143;$268.000;$298.980;347.000;6.581;8,22;1989;9;2;Yes
Coldwell Banker LIFESTYLES - Grantham;25 WALTON HEATH DRIVE;Grantham;Single Family;0;NH-Sullivan;4;3;2.965;263;$400.000;$439.000;459.000;8.591;1,37;1978;9;2;No
Coldwell Banker LIFESTYLES - Grantham;45 Wintercroft Circle;Grantham;Condo;1;NH-Sullivan;2;3;1.838;24;$152.000;$179.000;199.999;3.067;0;1992;7;1;Yes
Coldwell Banker LIFESTYLES - Grantham;617 OTTER ROAD;Grantham;Condo;1;NH-Sullivan;3;3;1.921;97;$210.000;$224.900;234.900;4.613;0;1987;7;0;Yes
